year,county,office,district,candidate,party,votes,election_day,absentee,av_counting_boards,early_voting,mail,provisional,pre_process_absentee
2022,Lincoln,MAGISTRATE 3rd Magisterial District,,Bobby KING,REP,1365,,,,,,,
2022,Lincoln,MAGISTRATE 3rd Magisterial District,,Kevin G. CARRIER,DEM,528,,,,,,,
2022,Lincoln,MAGISTRATE 4th Magisterial District,,Joseph D. STANLEY,REP,1309,,,,,,,
2022,Lincoln,MAGISTRATE 4th Magisterial District,,Kenneth Shane YOCUM,DEM,594,,,,,,,
2022,Lincoln,MEMBER BOARD of EDUCATION 1st Educational District,,Democratic Party,DEM,80,,,,,,,
2022,Lincoln,MEMBER BOARD of EDUCATION 1st Educational District,,Republican Party,REP,276,,,,,,,
2022,Lincoln,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,58,,,,,,,
2022,Lincoln,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,269,,,,,,,
2022,Lincoln,PROPERTY VALUATION ADMINISTRATOR,,David GAMBREL,DEM,2826,,,,,,,
2022,Lincoln,PROPERTY VALUATION ADMINISTRATOR,,Mary Alford ADAMS,REP,4598,,,,,,,
2022,Lincoln,SHERIFF,,D. Shawn HINES,REP,6264,,,,,,,
2022,Lincoln,STATE REPRESENTATIVE 80th Representative District,80.0,David MEADE,REP,6369,,,,,,,
2022,Lincoln,UNITED STATES REPRESENTATIVE in CONGRESS 5th Congressional District,5.0,Conor HALBLEIB,DEM,1224,,,,,,,
2022,Lincoln,UNITED STATES REPRESENTATIVE in CONGRESS 5th Congressional District,5.0,"Harold ""Hal"" ROGERS",REP,6164,,,,,,,
2022,Lincoln,UNITED STATES REPRESENTATIVE in CONGRESS 5th Congressional District,5.0,STEPHAN WILLIAM MAZUR,W,1,,,,,,,
2022,Logan,CITY COUNCIL City of Adairville,,Ashana WYNN,W,35,,,,,,,
2022,Logan,CITY COUNCIL City of Adairville,,Democratic Party,DEM,113,,,,,,,
2022,Logan,CITY COUNCIL City of Adairville,,Republican Party,REP,189,,,,,,,
2022,Logan,CITY COUNCIL City of Auburn,,Democratic Party,DEM,116,,,,,,,
2022,Logan,CITY COUNCIL City of Auburn,,Republican Party,REP,171,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Carole Goodman MOORE,W,15,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Democratic Party,DEM,76,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Eddie ALEXANDER,W,17,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Joseph F DZENIS II,W,12,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Republican Party,REP,281,,,,,,,
2022,Logan,CITY COUNCIL City of Lewisburg,,Tina NICHOLS,W,33,,,,,,,
2022,Logan,CITY COUNCIL City of Russellville,,Democratic Party,DEM,309,,,,,,,
2022,Logan,CITY COUNCIL City of Russellville,,Republican Party,REP,766,,,,,,,
2022,Logan,CONSTABLE 1st Magisterial District,,Larry N. CHRISTIE,DEM,837,,,,,,,
2022,Logan,CONSTABLE 2nd Magisterial District,,John T. MONROE,W,2,,,,,,,
2022,Logan,CONSTABLE 4th Magisterial District,,Butch INMAN,W,68,,,,,,,
2022,Logan,CONSTABLE 5th Magisterial District,,Stephen W. ROGERS,REP,1147,,,,,,,
2022,Logan,CONSTABLE 6th Magisterial District,,Danny PERRY,DEM,911,,,,,,,
2022,Logan,CORONER,,Ben KEMPLIN,REP,4344,,,,,,,
2022,Logan,CORONER,,Mary L. GIVENS,DEM,4148,,,,,,,
2022,Logan,COUNTY ATTORNEY,,Joe ROSS,DEM,5426,,,,,,,
2022,Logan,COUNTY CLERK,,Stacy WATKINS,REP,6826,,,,,,,
2022,Logan,COUNTY JUDGE/EXECUTIVE,,Phillip E. BAKER,REP,6851,,,,,,,
2022,Logan,COUNTY SURVEYOR,,Jeffrey L. HARRIS,W,31,,,,,,,
2022,Logan,JAILER,,Johnny ANDERSON,DEM,2140,,,,,,,
2022,Logan,JAILER,,Joshua D. TOOMEY,REP,6276,,,,,,,
2022,Logan,MAGISTRATE 1st Magisterial District,,"Clem ""Dickie"" CARTER",REP,579,,,,,,,
2022,Logan,MAGISTRATE 1st Magisterial District,,Tyler R. DAVENPORT,DEM,791,,,,,,,
2022,Logan,MAGISTRATE 2nd Magisterial District,,Jamie GOODWIN,REP,868,,,,,,,
2022,Logan,MAGISTRATE 2nd Magisterial District,,"Robert L. ""Rob"" WILLIAMS",DEM,585,,,,,,,
2022,Logan,MAGISTRATE 3rd Magisterial District,,Chris WILCUTT,REP,912,,,,,,,
2022,Logan,MAGISTRATE 3rd Magisterial District,,Cliff W. KENNEDY JR.,DEM,426,,,,,,,
2022,Logan,MAGISTRATE 4th Magisterial District,,Jason Wade HARPER,REP,1220,,,,,,,
2022,Logan,MAGISTRATE 5th Magisterial District,,Anne Churchill CRAWFORD,REP,1207,,,,,,,
2022,Logan,MAGISTRATE 6th Magisterial District,,Nicholas Keith SCARBROUGH,REP,622,,,,,,,
2022,Logan,MAGISTRATE 6th Magisterial District,,Thomas P. BOULDIN,DEM,764,,,,,,,
2022,Logan,MAYOR City of Lewisburg,,Billy Ray JOHNSON,W,7,,,,,,,
2022,Logan,MAYOR City of Lewisburg,,Kimberly SIGERS,W,78,,,,,,,
2022,Logan,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,170,,,,,,,
2022,Logan,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,315,,,,,,,
2022,Logan,PROPERTY VALUATION ADMINISTRATOR,,Brooke Brown WALDRUP,DEM,3804,,,,,,,
2022,Logan,PROPERTY VALUATION ADMINISTRATOR,,Timothy RAINWATERS,REP,4677,,,,,,,
2022,Logan,SHERIFF,,Dewayne WHITTAKER,REP,3862,,,,,,,
2022,Logan,SHERIFF,,Stephen STRATTON,DEM,4639,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (NORTH),,Conner Randall Scott WILLIAMS,W,18,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (NORTH),,Democratic Party,DEM,21,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (NORTH),,Republican Party,REP,78,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (NORTH),,Stephen L. TAYLOR,W,9,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (SOUTH),,Democratic Party,DEM,95,,,,,,,
2022,Logan,SOIL and WATER DISTRICT SUPERVISORS (SOUTH),,Republican Party,REP,313,,,,,,,
2022,Logan,STATE REPRESENTATIVE 16th Representative District,16.0,Jason PETRIE,REP,6805,,,,,,,
2022,Logan,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,5953,,,,,,,
2022,Logan,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,1749,,,,,,,
2022,Logan,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,Hank LINDERMAN,DEM,183,,,,,,,
2022,Logan,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,S. Brett GUTHRIE,REP,576,,,,,,,
2022,Lyon,CITY COUNCIL City of Eddyville,,Democratic Party,DEM,82,,,,,,,
2022,Lyon,CITY COUNCIL City of Eddyville,,Republican Party,REP,249,,,,,,,
2022,Lyon,CITY COUNCIL City of Kuttawa,,Democratic Party,DEM,88,,,,,,,
2022,Lyon,CITY COUNCIL City of Kuttawa,,Republican Party,REP,302,,,,,,,
2022,Lyon,CORONER,,Kris L. DUNN,DEM,2086,,,,,,,
2022,Lyon,COUNTY ATTORNEY,,Lee WILSON,REP,2752,,,,,,,
2022,Lyon,COUNTY CLERK,,Lori DUFF,REP,2800,,,,,,,
2022,Lyon,COUNTY JUDGE/EXECUTIVE,,Jaime GREEN,REP,2488,,,,,,,
2022,Lyon,COUNTY JUDGE/EXECUTIVE,,Terry O. McKINNEY,DEM,738,,,,,,,
2022,Lyon,DISTRICT JUDGE 56th Judicial District 2nd Division,,Jennifer S. NELSON,W,279,,,,,,,
2022,Lyon,DISTRICT JUDGE 56th Judicial District 2nd Division,,Matt SCHALK,W,350,,,,,,,
2022,Lyon,JAILER,,Steve GALUSHA,DEM,2150,,,,,,,
2022,Lyon,MAGISTRATE 1st Magisterial District,,Robert N. CUMMINS,DEM,618,,,,,,,
2022,Lyon,MAGISTRATE 2nd Magisterial District,,Quin SUTTON,REP,865,,,,,,,
2022,Lyon,MAGISTRATE 3rd Magisterial District,,Jeffery FOWLER,DEM,654,,,,,,,
2022,Lyon,MEMBER BOARD of EDUCATION 1st Educational District,,Democratic Party,DEM,48,,,,,,,
2022,Lyon,MEMBER BOARD of EDUCATION 1st Educational District,,Republican Party,REP,167,,,,,,,
2022,Lyon,MEMBER BOARD of EDUCATION 5th Educational District,,William Thomas SIMPSON,W,55,,,,,,,
2022,Lyon,PROPERTY VALUATION ADMINISTRATOR,,Christie D. CRUCE,REP,2710,,,,,,,
2022,Lyon,SHERIFF,,Brent W. WHITE,REP,2648,,,,,,,
2022,Lyon,SHERIFF,,Homer Benny LADY,DEM,554,,,,,,,
2022,Lyon,STATE REPRESENTATIVE 6th Representative District,6.0,Chris FREELAND,REP,2571,,,,,,,
2022,Lyon,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,2492,,,,,,,
2022,Lyon,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,722,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Bradfordsville,,Democratic Party,DEM,36,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Bradfordsville,,Republican Party,REP,91,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Loretto,,Democratic Party,DEM,45,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Loretto,,Republican Party,REP,77,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Raywick,,Democratic Party,DEM,74,,,,,,,
2022,Marion,CITY COMMISSIONERS City of Raywick,,Republican Party,REP,111,,,,,,,
2022,Marion,CITY COUNCIL City of Lebanon,,Democratic Party,DEM,369,,,,,,,
2022,Marion,CITY COUNCIL City of Lebanon,,Republican Party,REP,587,,,,,,,
2022,Marion,CORONER,,R. Alan MATTINGLY,DEM,4095,,,,,,,
2022,Marion,COUNTY ATTORNEY,,Lisa K. NALLY-MARTIN,DEM,3893,,,,,,,
2022,Marion,COUNTY CLERK,,Chad G. MATTINGLY,DEM,4215,,,,,,,
2022,Marion,COUNTY JUDGE/EXECUTIVE,,David DAUGHERTY,DEM,4134,,,,,,,
2022,Marion,DISTRICT JUDGE 11th Judicial District 2nd Division,,Democratic Party,DEM,170,,,,,,,
2022,Marion,DISTRICT JUDGE 11th Judicial District 2nd Division,,Republican Party,REP,257,,,,,,,
2022,Marion,JAILER,,Barry BRADY,DEM,4157,,,,,,,
2022,Marion,MAGISTRATE 1st Magisterial District,,George D. GRIBBINS,REP,568,,,,,,,
2022,Marion,MAGISTRATE 1st Magisterial District,,Joe Pat KIRKLAND,DEM,602,,,,,,,
2022,Marion,MAGISTRATE 2nd Magisterial District,,James SULLIVAN,REP,563,,,,,,,
2022,Marion,MAGISTRATE 2nd Magisterial District,,"Larry ""Snook"" MATTINGLY",DEM,656,,,,,,,
2022,Marion,MAGISTRATE 3rd Magisterial District,,Craig BISHOP,DEM,864,,,,,,,
2022,Marion,MAGISTRATE 4th Magisterial District,,Jackie FOGLE,DEM,848,,,,,,,
2022,Marion,MAGISTRATE 5th Magisterial District,,Calab BUCKMAN,DEM,615,,,,,,,
2022,Marion,MAGISTRATE 5th Magisterial District,,Judy Tate BLACKWELL,REP,460,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,61,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,39,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 3rd Educational District,,Democratic Party,DEM,67,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 3rd Educational District,,Republican Party,REP,106,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 5th Educational District (Unexpired Term),,Democratic Party,DEM,73,,,,,,,
2022,Marion,MEMBER BOARD of EDUCATION 5th Educational District (Unexpired Term),,Republican Party,REP,130,,,,,,,
2022,Marion,PROPERTY VALUATION ADMINISTRATOR,,"Terry ""Catfish"" RAKES",DEM,4120,,,,,,,
2022,Marion,SHERIFF,,Jimmy CLEMENTS,DEM,4271,,,,,,,
2022,Marion,STATE REPRESENTATIVE 51st Representative District,51.0,Jennifer WHEELER,DEM,2294,,,,,,,
2022,Marion,STATE REPRESENTATIVE 51st Representative District,51.0,"Michael ""Sarge"" POLLOCK",REP,3526,,,,,,,
2022,Marion,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,4045,,,,,,,
2022,Marion,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,1764,,,,,,,
2022,McCracken,CITY COMMISSIONERS City of Paducah,,Democratic Party,DEM,1802,,,,,,,
2022,McCracken,CITY COMMISSIONERS City of Paducah,,Republican Party,REP,4642,,,,,,,
2022,McCracken,CONSTABLE 1st Magisterial District,,"Mark ""Atlas"" FOGLESONG",DEM,1965,,,,,,,
2022,McCracken,CONSTABLE 1st Magisterial District,,Mark HAYDEN,REP,4626,,,,,,,
2022,McCracken,CONSTABLE 2nd Magisterial District,,Eric AUGUSTUS,REP,5612,,,,,,,
2022,McCracken,CONSTABLE 3rd Magisterial District,,"Anthony ""Tony"" VELTRI",REP,5760,,,,,,,
2022,McCracken,CONSTABLE 3rd Magisterial District,,Kenneth K. SMITH,W,10,,,,,,,
2022,McCracken,CORONER,,Amanda G. MELTON,REP,17306,,,,,,,
2022,McCracken,COUNTY ATTORNEY,,D. Cade FOSTER,REP,16898,,,,,,,
2022,McCracken,COUNTY CLERK,,Jamie HUSKEY,REP,17110,,,,,,,
2022,McCracken,COUNTY COMMISSIONER 1st District,,"J.W. ""Bill"" BARTLEMAN",REP,16668,,,,,,,
2022,McCracken,COUNTY COMMISSIONER 2nd District,,Richard ABRAHAM,REP,17113,,,,,,,
2022,McCracken,COUNTY COMMISSIONER 3rd District,,"Edwin ""Eddie"" JONES",REP,15268,,,,,,,
2022,McCracken,COUNTY COMMISSIONER 3rd District,,Yolanda L. JOHNSON,DEM,6795,,,,,,,
2022,McCracken,COUNTY JUDGE/EXECUTIVE,,Craig Z. CLYMER,REP,15597,,,,,,,
2022,McCracken,COUNTY JUDGE/EXECUTIVE,,Gary VANDER BOEGH,DEM,6691,,,,,,,
2022,McCracken,DISTRICT JUDGE 2nd Judicial District 2nd Division,,Democratic Party,DEM,415,,,,,,,
2022,McCracken,DISTRICT JUDGE 2nd Judicial District 2nd Division,,Republican Party,REP,859,,,,,,,
2022,McCracken,JAILER,,David KNIGHT,REP,16973,,,,,,,
2022,McCracken,JUSTICE of the PEACE 1st Magisterial District,,Jonas ROBERTS,REP,4943,,,,,,,
2022,McCracken,JUSTICE of the PEACE 3rd Magisterial District,,Danny ORAZINE,REP,6092,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 1st Educational District,,Democratic Party,DEM,187,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 1st Educational District,,Republican Party,REP,567,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Democratic Party,DEM,517,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 4th Educational District (Unexpired Term),,Republican Party,REP,855,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 5th Educational District (Unexpired Term),,Democratic Party,DEM,330,,,,,,,
2022,McCracken,MEMBER BOARD of EDUCATION 5th Educational District (Unexpired Term),,Republican Party,REP,1038,,,,,,,
2022,McCracken,PROPERTY VALUATION ADMINISTRATOR,,Bill DUNN,REP,16977,,,,,,,
2022,McCracken,SHERIFF,,Ryan NORMAN,REP,17515,,,,,,,
2022,McCracken,STATE REPRESENTATIVE 1st Representative District,1.0,Steven Jack RUDY,REP,5714,,,,,,,
2022,McCracken,STATE REPRESENTATIVE 2nd Representative District,2.0,Kimberly M. HOLLOWAY,W,78,,,,,,,
2022,McCracken,STATE REPRESENTATIVE 2nd Representative District,2.0,Richard HEATH,REP,2581,,,,,,,
2022,McCracken,STATE REPRESENTATIVE 3rd Representative District,3.0,Randy BRIDGES,REP,7646,,,,,,,
2022,McCracken,STATE REPRESENTATIVE 6th Representative District,6.0,Chris FREELAND,REP,1026,,,,,,,
2022,McCracken,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,16023,,,,,,,
2022,McCracken,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,6625,,,,,,,
2022,McLean,CITY COMMISSIONERS City of Island,,Democratic Party,DEM,52,,,,,,,
2022,McLean,CITY COMMISSIONERS City of Island,,Pamela EASTWOOD,W,19,,,,,,,
2022,McLean,CITY COMMISSIONERS City of Island,,Republican Party,REP,124,,,,,,,
2022,McLean,CITY COMMISSIONERS City of Sacramento,,Democratic Party,DEM,57,,,,,,,
2022,McLean,CITY COMMISSIONERS City of Sacramento,,Republican Party,REP,107,,,,,,,
2022,McLean,CITY COUNCIL City of Calhoun,,Democratic Party,DEM,77,,,,,,,
2022,McLean,CITY COUNCIL City of Calhoun,,Republican Party,REP,242,,,,,,,
2022,McLean,CITY COUNCIL City of Livermore,,Democratic Party,DEM,96,,,,,,,
2022,McLean,CITY COUNCIL City of Livermore,,Republican Party,REP,233,,,,,,,
2022,McLean,COMMONWEALTH'S ATTORNEY 45th Judicial Circuit (Unexpired Term),,Clayton Douglas ADAMS,DEM,2025,,,,,,,
2022,McLean,CONSTABLE Northeast Magisterial District,,Randy SOSH,W,6,,,,,,,
2022,McLean,CONSTABLE Northwest Magisterial District,,Mark BADERTSCHER,REP,827,,,,,,,
2022,McLean,CONSTABLE Southeast Magisterial District,,Johnny VANDIVER,DEM,567,,,,,,,
2022,McLean,CORONER,,John W. MUSTER,DEM,2623,,,,,,,
2022,McLean,COUNTY ATTORNEY,,Donna M. DANT,DEM,2220,,,,,,,
2022,McLean,COUNTY CLERK,,Carol EATON,DEM,2588,,,,,,,
2022,McLean,COUNTY JUDGE/EXECUTIVE,,Curtis L. DAME,REP,3030,,,,,,,
2022,McLean,JAILER,,Chris ELLIS,REP,2973,,,,,,,
2022,McLean,MAGISTRATE Northeast Magisterial District,,Clay TROUTMAN,REP,809,,,,,,,
2022,McLean,MAGISTRATE Northwest Magisterial District,,Luie A. WHITAKER,REP,679,,,,,,,
2022,McLean,MAGISTRATE Northwest Magisterial District,,Matt HAYDEN,DEM,338,,,,,,,
2022,McLean,MAGISTRATE Southeast Magisterial District,,Robert BISHOP,DEM,589,,,,,,,
2022,McLean,MAGISTRATE Southwest Magisterial District,,Joey LOWERY,REP,640,,,,,,,
2022,McLean,MAYOR City of Island,,Robert E CLINE,W,31,,,,,,,
2022,McLean,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,54,,,,,,,
2022,McLean,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,165,,,,,,,
2022,McLean,PROPERTY VALUATION ADMINISTRATOR,,Dale W. AYER,DEM,2380,,,,,,,
2022,McLean,SHERIFF,,Kenneth FRIZZELL,REP,1894,,,,,,,
2022,McLean,SHERIFF,,Todd WILKERSON,DEM,1756,,,,,,,
2022,McLean,STATE REPRESENTATIVE 12th Representative District,12.0,Alan C. LOSSNER,DEM,811,,,,,,,
2022,McLean,STATE REPRESENTATIVE 12th Representative District,12.0,Jim GOOCH JR.,REP,2794,,,,,,,
2022,McLean,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,Hank LINDERMAN,DEM,795,,,,,,,
2022,McLean,UNITED STATES REPRESENTATIVE in CONGRESS 2nd Congressional District,2.0,S. Brett GUTHRIE,REP,2825,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Fountain Run,,Democratic Party,DEM,11,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Fountain Run,,Republican Party,REP,179,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Gamaliel,,Democratic Party,DEM,4,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Gamaliel,,Republican Party,REP,31,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Tompkinsville,,Democratic Party,DEM,53,,,,,,,
2022,Monroe,CITY COMMISSIONERS City of Tompkinsville,,Republican Party,REP,751,,,,,,,
2022,Monroe,CONSTABLE 1st Magisterial District,,Bill CROSS,REP,573,,,,,,,
2022,Monroe,CONSTABLE 2nd Magisterial District,,Darrell JACKSON,W,7,,,,,,,
2022,Monroe,CONSTABLE 2nd Magisterial District,,Tommy YOUNG,REP,522,,,,,,,
2022,Monroe,CONSTABLE 3rd Magisterial District,,Frank MASSINGILLE,REP,636,,,,,,,
2022,Monroe,CONSTABLE 4th Magisterial District,,Danny ARNETT,REP,604,,,,,,,
2022,Monroe,CONSTABLE 5th Magisterial District,,David Dick GORDON,REP,562,,,,,,,
2022,Monroe,CORONER,,Maxey GENTRY,REP,3073,,,,,,,
2022,Monroe,COUNTY ATTORNEY,,Wes STEPHENS,REP,2903,,,,,,,
2022,Monroe,COUNTY CLERK,,Brandi Kirkpatrick BIRGE,REP,3184,,,,,,,
2022,Monroe,COUNTY JUDGE/EXECUTIVE,,H. Tommy PAGE,IND,1431,,,,,,,
2022,Monroe,COUNTY JUDGE/EXECUTIVE,,Mitchell PAGE,REP,2306,,,,,,,
2022,Monroe,DISTRICT JUDGE 59th Judicial District,,Democratic Party,DEM,7,,,,,,,
2022,Monroe,DISTRICT JUDGE 59th Judicial District,,Republican Party,REP,318,,,,,,,
2022,Monroe,JAILER,,Robbie HUTCHERSON,REP,3068,,,,,,,
2022,Monroe,MAGISTRATE 1st Magisterial District,,Jamie VEACH,REP,628,,,,,,,
2022,Monroe,MAGISTRATE 2nd Magisterial District,,Frank SHIRLEY,IND,183,,,,,,,
2022,Monroe,MAGISTRATE 2nd Magisterial District,,Ronnie PAGE,REP,513,,,,,,,
2022,Monroe,MAGISTRATE 3rd Magisterial District,,Ricky J. BARTLEY,REP,696,,,,,,,
2022,Monroe,MAGISTRATE 4th Magisterial District,,Nathan Doyle FOX,REP,647,,,,,,,
2022,Monroe,MAGISTRATE 5th Magisterial District,,Mark WILLIAMS,REP,589,,,,,,,
2022,Monroe,MEMBER BOARD of EDUCATION 2nd Educational District,,Democratic Party,DEM,11,,,,,,,
2022,Monroe,MEMBER BOARD of EDUCATION 2nd Educational District,,Republican Party,REP,90,,,,,,,
2022,Monroe,PROPERTY VALUATION ADMINISTRATOR,,Shawn GUFFEY,REP,3222,,,,,,,
2022,Monroe,SHERIFF,,Dale Frog FORD,REP,3142,,,,,,,
2022,Monroe,STATE REPRESENTATIVE 21st Representative District,21.0,Amy NEIGHBORS,REP,3080,,,,,,,
2022,Monroe,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,James R. COMER,REP,3561,,,,,,,
2022,Monroe,UNITED STATES REPRESENTATIVE in CONGRESS 1st Congressional District,1.0,Jimmy C. AUSBROOKS,DEM,283,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Bremen,,Democratic Party,DEM,81,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Bremen,,Holly Rae ROBINSON,W,19,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Bremen,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Bremen,,Republican Party,REP,102,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Central City,,Democratic Party,DEM,319,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Central City,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Central City,,Republican Party,REP,514,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Drakesboro,,Democratic Party,DEM,39,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Drakesboro,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Drakesboro,,Republican Party,REP,116,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Greenville,,Democratic Party,DEM,294,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Greenville,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Greenville,,Republican Party,REP,499,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Powderly,,Democratic Party,DEM,68,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Powderly,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of Powderly,,Republican Party,REP,124,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of South Carrollton,,Democratic Party,DEM,58,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of South Carrollton,,Libertarian Party,LIB,0,,,,,,,
2022,Muhlenberg,CITY COUNCIL City of South Carrollton,,Republican Party,REP,33,,,,,,,
2022,Muhlenberg,COMMONWEALTH'S ATTORNEY 45th Judicial Circuit (Unexpired Term),,Clayton Douglas ADAMS,DEM,6214,,,,,,,
2022,Muhlenberg,CONSTABLE 1st Magisterial District,,Rondal HAMBRICK,DEM,836,,,,,,,
2022,Muhlenberg,CONSTABLE 2nd Magisterial District,,Jay McELWAIN,REP,1658,,,,,,,
2022,Muhlenberg,CONSTABLE 3rd Magisterial District,,Ricky SPEARS,DEM,1389,,,,,,,
2022,Muhlenberg,CONSTABLE 4th Magisterial District,,Darrin S. ALBRO,DEM,1156,,,,,,,
2022,Muhlenberg,CONSTABLE 4th Magisterial District,,Tim DICKERSON,REP,931,,,,,,,
2022,Muhlenberg,CONSTABLE 5th Magisterial District,,Tim FRANKLIN,DEM,1367,,,,,,,
2022,Muhlenberg,CORONER,,Larry D. VINCENT,DEM,6556,,,,,,,
2022,Muhlenberg,COUNTY ATTORNEY,,Ryan K. RICE,DEM,6472,,,,,,,
2022,Muhlenberg,COUNTY CLERK,,Crystal SMITH,DEM,7005,,,,,,,
2022,Muhlenberg,COUNTY JUDGE/EXECUTIVE,,Gaylan SPURLIN,DEM,4501,,,,,,,
2022,Muhlenberg,COUNTY JUDGE/EXECUTIVE,,Mack McGEHEE,REP,5800,,,,,,,
2022,Muhlenberg,JAILER,,Terry NUNLEY,DEM,6731,,,,,,,
2022,Muhlenberg,MAGISTRATE 1st Magisterial District,,Malcolm L. WEST,DEM,922,,,,,,,
2022,Muhlenberg,MAGISTRATE 2nd Magisterial District,,Jody FLEMING,DEM,962,,,,,,,
2022,Muhlenberg,MAGISTRATE 2nd Magisterial District,,T. Darrin BENTON,REP,1233,,,,,,,
2022,Muhlenberg,MAGISTRATE 3rd Magisterial District,,Jeff VINCENT,DEM,1200,,,,,,,
2022,Muhlenberg,MAGISTRATE 3rd Magisterial District,,Tori GRACE,REP,1070,,,,,,,
2022,Muhlenberg,MAGISTRATE 4th Magisterial District,,Harvey Joe VANHOOK,REP,1032,,,,,,,
2022,Muhlenberg,MAGISTRATE 4th Magisterial District,,Keith PHILLIPS,DEM,1085,,,,,,,
2022,Muhlenberg,MAGISTRATE 5th Magisterial District,,Andrew BULLOCK,REP,1663,,,,,,,
2022,Muhlenberg,MEMBER BOARD of EDUCATION 4th Educational District,,Democratic Party,DEM,109,,,,,,,
